Brands,Models,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),price(in lakhs)
Maruti,Wagon R VXI AMT,2021,Comprehensive,Petrol,5,20000,First Owner,Automatic,2021,21.79,998.0,998.0,6.1
Hyundai,i20 Asta 1.2,2016,Zero Dep,Petrol,5,74661,First Owner,Manual,2015,18.6,1197.0,1197.0,5.45
Maruti,Swift VDI,2012,Comprehensive,Diesel,5,50018,First Owner,Manual,2012,22.9,1248.0,1248.0,4.2
Hyundai,i20 1.2 Asta,2019,Third Party insurance,Petrol,5,38000,First Owner,Manual,2019,18.6,1197.0,1197.0,5.6
Maruti,Baleno Zeta,2021,Zero Dep,Petrol,5,11971,First Owner,Manual,2021,21.01,1197.0,1197.0,7.55
Fiat,Punto 1.3 Emotion,2010,Third Party insurance,Diesel,5,80000,Third Owner,Manual,2010,20.3,1248.0,1248.0,1.0
Hyundai,i20 Asta 1.2,2014,Comprehensive,Petrol,5,64000,First Owner,Manual,2014,18.6,1197.0,1197.0,5.5
Hyundai,i20 Asta 1.4 CRDi,2015,Comprehensive,Diesel,5,92000,First Owner,Manual,2015,22.54,1396.0,1396.0,5.95
Maruti,Alto K10 VXI,2019,Comprehensive,Petrol,5,70000,Second Owner,Manual,2019,23.95,998.0,998.0,3.4
Maruti,Vitara Brezza LXI,2021,Comprehensive,Petrol,5,83000,First Owner,Manual,2021,17.03,1462.0,1462.0,7.95
Maruti,Baleno Alpha Diesel,2018,Comprehensive,Diesel,5,88000,Second Owner,Manual,2018,27.39,1248.0,1248.0,5.9
Honda,WR-V i-DTEC VX,2017,Zero Dep,Diesel,5,93774,First Owner,Manual,2017,25.5,1498.0,1498.0,7.15
Mercedes-Benz,C-Class Progressive C 220d,2020,Third Party insurance,Diesel,5,44000,First Owner,Automatic,2020,12.6,1950.0,1950.0,39.5
Maruti,Baleno 1.2 Zeta,2020,Zero Dep,Petrol,5,48728,First Owner,Manual,2019,21.4,1197.0,1197.0,6.66
Hyundai,Verna 1.6 SX VTVT,2013,Comprehensive,Petrol,5,87001,First Owner,Manual,2013,17.01,1591.0,1591.0,4.65
Maruti,Wagon R VXI BS IV,2016,Third Party insurance,Petrol,5,50595,First Owner,Manual,2016,20.51,998.0,998.0,4.11
Honda,Jazz V CVT,2021,Comprehensive,Petrol,5,31000,First Owner,Automatic,2021,17.1,1199.0,1199.0,8.5
Maruti,Swift VXI,2014,Third Party insurance,Petrol,5,108929,First Owner,Manual,2013,22.38,1197.0,1197.0,3.84
Honda,BR-V i-VTEC V CVT,2016,Third Party insurance,Petrol,7,57000,First Owner,Automatic,2016,15.4,1497.0,1497.0,7.95
Honda,Brio 1.2 S Option MT,2018,Comprehensive,Petrol,5,56387,First Owner,Manual,2018,18.5,1198.0,1198.0,4.3
Honda,City i DTec VX,2014,Comprehensive,Diesel,5,101000,First Owner,Manual,2014,26.0,1498.0,1498.0,5.75
Honda,Brio 1.2 VX AT,2018,Comprehensive,Petrol,5,42000,First Owner,Automatic,2018,16.5,1198.0,1198.0,5.5
Hyundai,Verna SX Diesel,2021,Third Party insurance,Diesel,5,50000,First Owner,Manual,2021,25.0,1493.0,1493.0,13.9
Ford,Ecosport 1.5 Diesel Titanium,2020,Comprehensive,Diesel,5,810000,First Owner,Manual,2020,21.7,1498.0,1498.0,9.0
Hyundai,Grand i10 1.2 Kappa Sportz Option AT,2019,Comprehensive,Petrol,5,26000,First Owner,Automatic,2018,18.9,1197.0,1197.0,5.95
Mercedes-Benz,C-Class C 220 CDI BE Avantgare,2014,Comprehensive,Diesel,5,92001,First Owner,Automatic,2014,14.84,2143.0,2143.0,11.75
Honda,Brio 1.2 VX MT,2016,Comprehensive,Petrol,5,29000,First Owner,Manual,2016,18.5,1198.0,1198.0,4.5
Maruti,Swift VXI Optional,2017,Third Party insurance,Petrol,5,69000,First Owner,Manual,2017,20.4,1197.0,1197.0,5.4
Hyundai,Grand i10 Asta,2016,Third Party insurance,Petrol,5,37552,First Owner,Manual,2016,18.9,1197.0,1197.0,5.32
Tata,Nexon 1.2 Revotron XZ Plus,2019,Comprehensive,Petrol,5,84000,First Owner,Manual,2019,17.0,1198.0,1198.0,8.7
Honda,Amaze S i-Vtech,2016,Third Party insurance,Petrol,5,63420,First Owner,Manual,2016,18.0,1198.0,1198.0,5.11
Hyundai,Grand i10 1.2 Kappa Magna BSIV,2018,Third Party insurance,Petrol,5,68888,Second Owner,Manual,2017,18.9,1197.0,1197.0,4.39
Maruti,Swift ZDi,2013,Comprehensive,Diesel,5,104255,First Owner,Manual,2013,22.9,1248.0,1248.0,4.5
Honda,Brio 1.2 S Option MT,2018,Third Party insurance,Petrol,5,47877,First Owner,Manual,2018,18.5,1198.0,1198.0,4.72
Mercedes-Benz,C-Class C 200 AVANTGARDE,2016,Comprehensive,Petrol,5,61000,Second Owner,Automatic,2016,14.74,1991.0,1991.0,27.9
Honda,Jazz 1.5 V i DTEC,2016,Third Party insurance,Diesel,5,83337,First Owner,Manual,2016,27.3,1498.0,1498.0,4.64
Honda,Brio S MT,2016,Third Party insurance,Petrol,5,61836,First Owner,Manual,2016,19.4,1198.0,1198.0,4.06
Volkswagen,Vento 1.2 TSI Highline AT,2015,Comprehensive,Petrol,5,68001,First Owner,Automatic,2015,18.19,1197.0,1197.0,5.9
Maruti,Baleno Zeta BSVI,2023,Zero Dep,Petrol,5,39813,First Owner,Manual,2022,22.35,1197.0,1197.0,7.87
Honda,Amaze VX i-VTEC,2018,Comprehensive,Petrol,5,74000,First Owner,Manual,2018,17.8,1198.0,1198.0,6.9
Honda,Brio V MT,2013,Comprehensive,Petrol,5,87000,First Owner,Manual,2013,19.4,1198.0,1198.0,3.5
Hyundai,i20 Sportz Option 1.2,2016,Third Party insurance,Petrol,5,71000,First Owner,Manual,2016,18.6,1197.0,1197.0,6.6
Mercedes-Benz,GLE 250d,2018,Comprehensive,Diesel,5,102000,First Owner,Automatic,2018,17.9,2143.0,2143.0,43.5
Mitsubishi,Outlander 2.4,2010,Third Party insurance,Petrol,5,110000,Third Owner,Automatic,2010,11.3,2360.0,2360.0,6.5
Tata,Tiago 1.2 Revotron XZ Plus,2019,Comprehensive,Petrol,5,75000,First Owner,Manual,2019,23.84,1199.0,1199.0,5.7
Maruti,Ciaz VDi Plus SHVS,2017,Third Party insurance,Diesel,5,62000,First Owner,Manual,2017,28.09,1248.0,1248.0,7.1
Maruti,Ciaz ZXi,2017,Comprehensive,Petrol,5,76792,First Owner,Manual,2016,20.73,1373.0,1373.0,6.37
Honda,Brio S MT,2014,Comprehensive,Petrol,5,34445,First Owner,Manual,2014,19.4,1198.0,1198.0,4.24
Maruti,Swift Dzire VXI,2016,Third Party insurance,Petrol,5,109405,First Owner,Manual,2016,22.41,1197.0,1197.0,5.2
Honda,Jazz 1.2 VX i VTEC,2015,Comprehensive,Petrol,5,118146,First Owner,Manual,2015,18.7,1199.0,1199.0,4.61
Tata,Punch Creative AMT BSVI,2022,Comprehensive,Petrol,5,9000,First Owner,Automatic,2022,18.8,1199.0,1199.0,8.75
Hyundai,Grand i10 1.2 Kappa Sportz Option AT,2017,Zero Dep,Petrol,5,41339,Second Owner,Automatic,2017,18.9,1197.0,1197.0,5.87
BMW,2 Series 220i M Sport BSVI,2022,Comprehensive,Petrol,5,22000,Second Owner,Automatic,2022,14.82,1998.0,1998.0,33.5
Honda,WR-V i-VTEC VX,2018,Comprehensive,Petrol,5,62607,First Owner,Manual,2017,17.5,1199.0,1199.0,7.21
Maruti,Baleno Delta,2020,Zero Dep,Petrol,5,52794,First Owner,Manual,2020,21.01,1197.0,1197.0,6.77
Mercedes-Benz,E-Class Exclusive E 200 BSVI,2022,Comprehensive,Petrol,5,10000,First Owner,Automatic,2022,15.0,1991.0,1991.0,67.5
Renault,Triber RXL BSVI,2022,Third Party insurance,Petrol,7,33864,First Owner,Manual,2022,20.0,999.0,999.0,5.86
Hyundai,Elantra CRDi SX AT,2012,Third Party insurance,Diesel,5,73000,Second Owner,Automatic,2012,19.5,1582.0,1582.0,4.25
Maruti,Baleno Delta,2017,Third Party insurance,Petrol,5,70000,First Owner,Manual,2017,21.01,1197.0,1197.0,4.75
Honda,BR-V i-DTEC S MT,2017,Comprehensive,Diesel,7,67754,Second Owner,Manual,2017,21.9,1498.0,1498.0,6.15
Nissan,Micra XL,2010,Comprehensive,Petrol,5,69000,First Owner,Manual,2010,18.06,1198.0,1198.0,2.5
Mahindra,XUV500 W7 BSIV,2019,Third Party insurance,Diesel,7,78000,First Owner,Manual,2018,15.1,2179.0,2179.0,10.25
Maruti,Ertiga SHVS VDI,2017,Third Party insurance,Diesel,7,83000,First Owner,Manual,2017,24.52,1248.0,1248.0,7.8
Hyundai,Grand i10 Nios AMT Sportz,2020,Comprehensive,Petrol,5,17778,First Owner,Automatic,2020,20.7,1197.0,1197.0,7.04
Hyundai,Grand i10 Nios AMT Sportz,2021,Third Party insurance,Petrol,5,16499,First Owner,Automatic,2021,20.7,1197.0,1197.0,7.14
Renault,Scala Diesel RxZ,2012,Third Party insurance,Diesel,5,120000,First Owner,Manual,2012,21.64,1461.0,1461.0,2.25
Honda,Jazz 1.2 V i VTEC,2016,Comprehensive,Petrol,5,33364,First Owner,Manual,2016,18.7,1199.0,1199.0,4.79
Hyundai,Grand i10 Sportz,2016,Comprehensive,Petrol,5,64784,First Owner,Manual,2016,18.9,1197.0,1197.0,4.26
Mercedes-Benz,E-Class E 200 CGI,2014,Comprehensive,Petrol,5,59000,First Owner,Automatic,2014,12.0,1991.0,1991.0,19.9
Nissan,Sunny Petrol Special Edition,2013,Third Party insurance,Petrol,5,80000,Third Owner,Manual,2013,16.95,1498.0,1498.0,3.0
Honda,City 1.5 S MT,2011,Third Party insurance,Petrol,5,87217,First Owner,Manual,2011,17.0,1497.0,1497.0,3.73
Tata,Tiago 1.2 Revotron XT,2018,Third Party insurance,Petrol,5,77482,Second Owner,Manual,2017,23.84,1199.0,1199.0,3.99
Honda,Jazz 1.2 V AT i VTEC,2018,Comprehensive,Petrol,5,60000,First Owner,Automatic,2018,19.0,1199.0,1199.0,6.25
Tata,Tiago XZ,2020,Third Party insurance,Petrol,5,34312,First Owner,Manual,2020,20.09,1199.0,1199.0,5.57
Tata,Tiago XZA Plus AMT BSVI,2021,Third Party insurance,Petrol,5,53000,First Owner,Automatic,2021,19.0,1199.0,1199.0,6.5
Honda,Amaze VX CVT i-VTEC,2017,Comprehensive,Petrol,5,45000,First Owner,Automatic,2017,18.1,1199.0,1199.0,5.75
Honda,Amaze VX i-VTEC,2019,Comprehensive,Petrol,5,23000,First Owner,Manual,2019,17.8,1198.0,1198.0,6.9
Maruti,Swift Dzire VXI 1.2,2015,Comprehensive,Petrol,5,80001,First Owner,Manual,2015,21.21,1197.0,1197.0,4.9
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,2020,Third Party insurance,Petrol,5,57000,First Owner,Automatic,2020,14.8,1497.0,1497.0,8.5
Honda,Brio S MT,2015,Comprehensive,Petrol,5,21000,First Owner,Manual,2015,19.4,1198.0,1198.0,3.9
Maruti,Swift VXI,2013,Third Party insurance,Petrol,5,43415,First Owner,Manual,2013,22.38,1197.0,1197.0,4.08
Hyundai,i20 Asta Option 1.4 CRDi,2017,Third Party insurance,Diesel,5,24412,First Owner,Manual,2017,22.54,1396.0,1396.0,7.58
Kia,Carnival Premium,2021,Zero Dep,Diesel,7,45000,First Owner,Automatic,2021,14.11,2199.0,2199.0,25.9
Maruti,Swift Dzire VXI 1.2,2018,Third Party insurance,Petrol,5,70251,Second Owner,Manual,2018,21.21,1197.0,1197.0,5.33
Honda,City VX CVT,2018,Comprehensive,Petrol,5,44000,First Owner,Automatic,2018,18.4,1498.0,1498.0,9.9
Hyundai,Verna VTVT 1.6 AT SX Option,2018,Third Party insurance,Petrol,5,64000,First Owner,Automatic,2018,17.0,1591.0,1591.0,9.5
Maruti,Swift VDI,2013,Third Party insurance,Diesel,5,70598,First Owner,Manual,2012,22.9,1248.0,1248.0,3.56
Honda,Amaze S Option i-VTEC,2017,Comprehensive,Petrol,5,94000,First Owner,Manual,2017,17.8,1198.0,1198.0,4.75
Toyota,Corolla Altis VL AT,2016,Comprehensive,Petrol,5,66000,Second Owner,Automatic,2016,14.28,1798.0,1798.0,6.5
Honda,City i DTEC V,2015,Comprehensive,Diesel,5,86001,First Owner,Manual,2015,26.0,1498.0,1498.0,5.75
Toyota,Corolla Altis G AT,2014,Comprehensive,Petrol,5,62000,First Owner,Automatic,2014,14.28,1798.0,1798.0,6.9
Hyundai,Verna 1.4 VTVT,2016,Comprehensive,Petrol,5,50000,First Owner,Manual,2016,17.43,1396.0,1396.0,6.25
Hyundai,Creta 1.6 SX Diesel,2016,Comprehensive,Diesel,5,79000,First Owner,Manual,2016,20.5,1582.0,1582.0,9.25
Hyundai,Verna 1.6 CRDi S Option,2015,Third Party insurance,Diesel,5,65000,Second Owner,Manual,2015,23.9,1582.0,1582.0,5.9
Hyundai,i20 Asta Opt BSVI,2021,Comprehensive,Petrol,5,39718,Second Owner,Manual,2021,21.0,1197.0,1197.0,7.58
Audi,Q7 45 TDI Quattro Technology,2016,Third Party insurance,Diesel,7,110000,Second Owner,Automatic,2016,14.75,2967.0,2967.0,40.0
Maruti,Baleno 1.2 Delta,2017,Third Party insurance,Petrol,5,88281,First Owner,Manual,2017,21.4,1197.0,1197.0,5.01
Hyundai,Tucson 2.0 e-VGT 4WD AT GLS,2018,Comprehensive,Diesel,5,88000,First Owner,Automatic,2018,16.38,1995.0,1995.0,15.5
Maruti,Swift VXI,2017,Zero Dep,Petrol,5,77253,First Owner,Manual,2017,22.38,1197.0,1197.0,4.91
Audi,A4 2.0 TDI,2013,Comprehensive,Diesel,5,72000,First Owner,Automatic,2013,16.55,1968.0,1968.0,11.9
Honda,City S,2012,Comprehensive,Petrol,5,102614,First Owner,Manual,2012,16.8,1497.0,1497.0,4.01
Honda,City i VTEC SV,2017,Comprehensive,Petrol,5,78911,Second Owner,Manual,2017,17.8,1497.0,1497.0,6.37
BMW,X5 xDrive 30d,2015,Comprehensive,Diesel,5,99000,First Owner,Automatic,2015,15.3,2993.0,2993.0,28.9
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2017,Third Party insurance,Petrol,5,47975,Second Owner,Manual,2017,18.9,1197.0,1197.0,4.96
Mercedes-Benz,C-Class C 220d Avantgarde Edition C,2018,Comprehensive,Diesel,5,56000,First Owner,Automatic,2018,19.27,2143.0,2143.0,29.5
Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,2014,Third Party insurance,Diesel,7,121000,First Owner,Automatic,2014,11.3,2987.0,2987.0,35.0
Mercedes-Benz,M-Class ML 250 CDI,2015,Comprehensive,Diesel,5,78000,First Owner,Automatic,2015,15.26,2143.0,2143.0,23.9
BMW,X6 xDrive 40d M Sport,2015,Comprehensive,Diesel,5,75000,Second Owner,Automatic,2015,15.87,2993.0,2993.0,32.9
Maruti,Celerio ZXI AMT BSIV,2019,Comprehensive,Petrol,5,42000,First Owner,Automatic,2019,23.1,998.0,998.0,4.5
Maruti,Baleno 1.2 CVT Alpha,2018,Third Party insurance,Petrol,5,60000,Third Owner,Automatic,2018,21.4,1197.0,1197.0,5.1
Honda,Jazz 1.2 V AT i VTEC,2018,Comprehensive,Petrol,5,100657,First Owner,Automatic,2018,19.0,1199.0,1199.0,5.67
Hyundai,Creta 1.6 VTVT AT SX Plus,2018,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,13.0,1591.0,1591.0,10.9
Honda,Brio S MT,2012,Third Party insurance,Petrol,5,50570,First Owner,Manual,2012,19.4,1198.0,1198.0,2.8
Hyundai,Grand i10 Asta,2016,Third Party insurance,Petrol,5,42392,First Owner,Manual,2016,18.9,1197.0,1197.0,5.13
Ford,Ecosport 1.5 DV5 MT Titanium,2014,Third Party insurance,Diesel,5,78000,Second Owner,Manual,2014,22.7,1498.0,1498.0,3.75
Maruti,SX4 Vxi BSIII,2007,Third Party insurance,Petrol,5,100000,Second Owner,Manual,2007,15.0,1586.0,1586.0,1.55
Hyundai,i20 Asta Option 1.4 CRDi,2016,Comprehensive,Diesel,5,94822,Third Owner,Manual,2016,22.54,1396.0,1396.0,5.43
Hyundai,Verna VTVT 1.6 AT SX Option,2018,Third Party insurance,Petrol,5,70727,Second Owner,Automatic,2017,17.0,1591.0,1591.0,9.12
Renault,Duster 110PS Diesel RxL,2014,Third Party insurance,Diesel,5,120000,Second Owner,Manual,2014,19.01,1461.0,1461.0,3.45
Hyundai,Elantra CRDi Base,2013,Third Party insurance,Diesel,5,120000,Third Owner,Manual,2013,22.7,1582.0,1582.0,4.0
Mahindra,TUV 300 T8 AMT,2016,Comprehensive,Diesel,7,70000,First Owner,Automatic,2016,18.49,1493.0,1493.0,6.15
BMW,X1 sDrive20d Expedition,2017,Comprehensive,Diesel,5,61000,First Owner,Automatic,2017,20.68,1995.0,1995.0,19.75
Honda,Amaze EX i-Vtech,2014,Comprehensive,Petrol,5,92000,First Owner,Manual,2014,18.0,1198.0,1198.0,3.6
Honda,BR-V i-VTEC S MT,2016,Third Party insurance,Petrol,7,58857,First Owner,Manual,2016,15.4,1497.0,1497.0,6.5
Maruti,Wagon R VXI BS IV,2016,Comprehensive,Petrol,5,68237,First Owner,Manual,2016,20.51,998.0,998.0,3.89
Maruti,Baleno Zeta,2021,Zero Dep,Petrol,5,31237,First Owner,Manual,2021,21.01,1197.0,1197.0,7.27
Hyundai,Xcent 1.2 VTVT E Plus,2017,Third Party insurance,Petrol,5,45000,First Owner,Manual,2017,20.14,1197.0,1197.0,4.95
Maruti,Swift VDI,2012,Third Party insurance,Diesel,5,93027,First Owner,Manual,2012,22.9,1248.0,1248.0,3.71
Maruti,Swift Dzire VDI,2014,Third Party insurance,Diesel,5,122688,Second Owner,Manual,2014,23.4,1248.0,1248.0,4.22
Honda,Amaze S i-DTEC,2020,Comprehensive,Diesel,5,53000,First Owner,Manual,2020,25.8,1498.0,1498.0,6.75
Maruti,Celerio X ZXI,2019,Zero Dep,Petrol,5,60464,First Owner,Manual,2019,21.63,998.0,998.0,4.6
Honda,City i VTEC SV,2014,Third Party insurance,Petrol,5,40171,First Owner,Manual,2014,17.4,1497.0,1497.0,5.17
Honda,Amaze S i-VTEC,2019,Third Party insurance,Petrol,5,122223,First Owner,Manual,2018,17.8,1198.0,1198.0,5.8
Hyundai,Grand i10 AT Asta,2015,Third Party insurance,Petrol,5,77299,Second Owner,Automatic,2015,18.9,1197.0,1197.0,4.79
Tata,Harrier XT Plus,2019,Comprehensive,Diesel,5,39000,First Owner,Manual,2019,16.35,1956.0,1956.0,13.95
Jeep,Compass 2.0 Limited,2018,Third Party insurance,Diesel,5,120000,Second Owner,Manual,2018,17.1,1956.0,1956.0,11.0
MG,Astor Sharp EX BSVI,2022,Zero Dep,Petrol,5,29000,First Owner,Manual,2022,15.43,1498.0,1498.0,12.9
Honda,Jazz 1.2 S i VTEC,2017,Comprehensive,Petrol,5,60000,First Owner,Manual,2017,18.7,1199.0,1199.0,4.75
Hyundai,i20 1.4 Asta,2017,Comprehensive,Diesel,5,80000,First Owner,Manual,2017,22.54,1396.0,1396.0,6.9
Ford,Ecosport 1.5 Diesel Titanium,2015,Comprehensive,Diesel,5,78000,First Owner,Manual,2015,21.7,1498.0,1498.0,5.5
Honda,Amaze S Diesel,2016,Comprehensive,Diesel,5,58000,First Owner,Manual,2016,24.7,1498.0,1498.0,5.5
Maruti,Swift LXI,2014,Comprehensive,Petrol,5,44019,Second Owner,Manual,2014,18.6,1197.0,1197.0,3.15
Maruti,Celerio ZXI Plus BSVI,2021,Comprehensive,Petrol,5,11962,First Owner,Manual,2021,24.97,998.0,998.0,5.69
Maruti,Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,13066,First Owner,Manual,2020,22.05,796.0,796.0,3.69
Hyundai,Grand i10 Sportz,2016,Comprehensive,Petrol,5,36015,First Owner,Manual,2016,18.9,1197.0,1197.0,3.61
Hyundai,i20 Sportz IVT BSVI,2021,Third Party insurance,Petrol,5,14000,Second Owner,Automatic,2021,19.65,1197.0,1197.0,6.99
Maruti,Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,28061,First Owner,Manual,2020,22.05,796.0,796.0,3.43
Renault,Duster RXS Option CVT BSIV,2019,Third Party insurance,Petrol,5,40300,First Owner,Automatic,2019,13.9,1498.0,1498.0,6.5
Maruti,Alto K10 VXI,2019,Comprehensive,Petrol,5,58231,First Owner,Manual,2019,23.95,998.0,998.0,3.32
Hyundai,i20 Asta Opt Turbo DCT BSVI,2021,Third Party insurance,Petrol,5,13000,First Owner,Automatic,2021,20.28,998.0,998.0,8.9
Maruti,Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,32997,First Owner,Manual,2020,22.05,796.0,796.0,3.39
Honda,Jazz 1.2 VX i VTEC,2015,Comprehensive,Petrol,5,41203,First Owner,Manual,2015,18.7,1199.0,1199.0,3.99
Ford,Aspire Titanium Plus BSIV,2019,Comprehensive,Petrol,5,6818,First Owner,Manual,2019,19.4,1194.0,1194.0,5.4
Honda,City i DTec SV,2016,Comprehensive,Diesel,5,44000,First Owner,Manual,2016,26.0,1498.0,1498.0,5.5
Honda,City i-DTEC ZX,2019,Third Party insurance,Diesel,5,29200,First Owner,Manual,2019,25.6,1498.0,1498.0,8.75
Maruti,S-Presso VXI Plus 2019-2022,2020,Comprehensive,Petrol,5,26638,First Owner,Manual,2020,21.7,998.0,998.0,4.19
Honda,BR-V i-VTEC V MT,2018,Comprehensive,Petrol,7,35000,First Owner,Manual,2018,15.4,1497.0,1497.0,7.45
Audi,Q3 30 TFSI Premium FWD,2018,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,16.9,1395.0,1395.0,21.0
Hyundai,Creta 1.6 SX Automatic Diesel,2019,Comprehensive,Diesel,5,68499,First Owner,Automatic,2019,17.6,1582.0,1582.0,10.83
Ford,Ecosport 1.5 Diesel Titanium BSIV,2018,Comprehensive,Diesel,5,53750,First Owner,Manual,2018,23.0,1498.0,1498.0,6.85
Maruti,Alto 800 VXI BSVI,2019,Comprehensive,Petrol,5,48341,First Owner,Manual,2019,22.05,796.0,796.0,3.03
Maruti,Wagon R VXI 1.2 BSIV,2018,Comprehensive,Petrol,5,34260,First Owner,Manual,2018,21.5,1197.0,1197.0,3.95
Ford,Ecosport 1.5 Diesel Trend BSIV,2018,Comprehensive,Diesel,5,48380,Second Owner,Manual,2018,23.0,1498.0,1498.0,5.83
Hyundai,Creta 1.6 CRDi SX Plus,2018,Third Party insurance,Diesel,5,52000,First Owner,Manual,2018,19.67,1582.0,1582.0,9.95
Maruti,Alto K10 VXI Optional,2019,Comprehensive,Petrol,5,26610,First Owner,Manual,2019,23.95,998.0,998.0,3.65
Maruti,Ertiga 1.5 VDI,2018,Comprehensive,Diesel,7,66019,First Owner,Manual,2018,24.2,1498.0,1498.0,7.75
Hyundai,i20 1.4 CRDi Asta,2011,Comprehensive,Diesel,5,78006,Second Owner,Manual,2011,23.0,1396.0,1396.0,2.55
Nissan,Micra XL CVT,2019,Comprehensive,Petrol,5,21607,First Owner,Automatic,2018,19.34,1198.0,1198.0,4.7
Kia,Seltos GTX Plus DCT,2019,Comprehensive,Petrol,5,52162,First Owner,Automatic,2019,16.5,1353.0,1353.0,11.92
BMW,7 Series 730Ld Design Pure Excellence,2016,Comprehensive,Diesel,5,23435,First Owner,Automatic,2016,16.77,2993.0,2993.0,45.0
Skoda,Kushaq 1.0 TSI Style BSVI,2021,Comprehensive,Petrol,5,20336,First Owner,Manual,2021,19.2,999.0,999.0,12.81
Maruti,SX4 S Cross Alpha DDiS 200 SH,2018,Comprehensive,Diesel,5,68591,First Owner,Manual,2018,25.1,1248.0,1248.0,6.75
Maruti,Swift VDI BSIV,2014,Comprehensive,Diesel,5,65341,First Owner,Manual,2014,25.2,1248.0,1248.0,3.44
Datsun,RediGO 1.0 T Option,2017,Comprehensive,Petrol,5,23329,First Owner,Manual,2017,22.5,999.0,999.0,2.72
Honda,City i DTEC VX,2015,Comprehensive,Diesel,5,84000,First Owner,Manual,2015,25.1,1498.0,1498.0,5.25
Toyota,Corolla Altis 1.4 DG,2018,Comprehensive,Diesel,5,19000,First Owner,Manual,2018,21.43,1364.0,1364.0,14.95
Ford,Ecosport 1.5 Diesel Titanium BSIV,2019,Third Party insurance,Diesel,5,58500,First Owner,Manual,2019,23.0,1498.0,1498.0,6.65
Volvo,S60 Cross Country D4 AWD BSIV,2018,Comprehensive,Diesel,5,66455,First Owner,Automatic,2018,19.6,2400.0,2400.0,19.35
Maruti,Celerio ZXI Plus,2023,Comprehensive,Petrol,5,1229,First Owner,Manual,2023,24.97,998.0,998.0,5.9
Kia,Sonet HTX Turbo DCT,2021,Comprehensive,Petrol,5,26597,First Owner,Automatic,2021,18.2,998.0,998.0,9.25
Maruti,Swift VXI BSIV,2015,Comprehensive,Petrol,5,73616,First Owner,Manual,2015,22.0,1197.0,1197.0,3.75
Hyundai,i20 Magna,2012,Comprehensive,Petrol,5,53657,First Owner,Manual,2011,18.5,1197.0,1197.0,2.63
Honda,Jazz 1.2 SV i VTEC,2017,Comprehensive,Petrol,5,62466,First Owner,Manual,2017,18.7,1199.0,1199.0,3.9
Hyundai,Grand i10 Nios Sportz,2021,Comprehensive,Petrol,5,20041,First Owner,Manual,2021,20.7,1197.0,1197.0,6.19
Maruti,Swift VXI,2017,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,21.21,1197.0,1197.0,3.65
Maruti,Swift Dzire VXI,2014,Comprehensive,Petrol,5,44669,First Owner,Manual,2014,19.1,1197.0,1197.0,3.79
Hyundai,Grand i10 Nios AMT Sportz,2019,Comprehensive,Petrol,5,28500,First Owner,Automatic,2019,20.7,1197.0,1197.0,5.45
Maruti,Swift Dzire VXI,2014,Comprehensive,Petrol,5,44800,First Owner,Manual,2014,19.1,1197.0,1197.0,3.81
Maruti,Swift VXI,2016,Comprehensive,Petrol,5,44275,First Owner,Manual,2016,21.21,1197.0,1197.0,3.75
Maruti,Swift VXI,2020,Comprehensive,Petrol,5,27012,First Owner,Manual,2020,21.21,1197.0,1197.0,5.45
Maruti,Wagon R VXI AMT 1.2,2018,Comprehensive,Petrol,5,35629,First Owner,Automatic,2018,20.52,1197.0,1197.0,4.25
Maruti,Alto K10 VXI,2017,Comprehensive,Petrol,5,37009,First Owner,Manual,2017,23.95,998.0,998.0,2.75
Hyundai,i10 Sportz AT,2011,Comprehensive,Petrol,5,28000,First Owner,Automatic,2011,16.95,1197.0,1197.0,2.7
Hyundai,i10 Sportz 1.1L,2014,Comprehensive,Petrol,5,46022,First Owner,Manual,2014,19.81,1086.0,1086.0,2.35
Maruti,Ertiga BSIV VXI,2018,Comprehensive,Petrol,7,22302,First Owner,Manual,2018,17.5,1373.0,1373.0,6.9
Audi,Q8 55 TFSI Quattro BSVI,2021,Third Party insurance,Petrol,5,17000,Second Owner,Automatic,2021,9.8,2995.0,2995.0,80.0
Tata,Harrier XZA Plus Red Dark Diesel AT BSVI,2023,Comprehensive,Diesel,5,7400,First Owner,Automatic,2023,14.6,1956.0,1956.0,20.25
Datsun,RediGO T Option,2018,Comprehensive,Petrol,5,17024,Second Owner,Manual,2018,22.7,799.0,799.0,2.72
Toyota,Etios Liva VXD,2014,Comprehensive,Diesel,5,71649,First Owner,Manual,2014,23.59,1364.0,1364.0,3.32
Toyota,Etios V,2015,Comprehensive,Petrol,5,44999,First Owner,Manual,2015,16.78,1496.0,1496.0,3.74
Renault,Duster 85PS Diesel RxS,2016,Comprehensive,Diesel,5,78106,First Owner,Manual,2016,19.87,1461.0,1461.0,5.1
